2025-03-07 02:00:17,Firewall Rule,Allowed,maria.oliveira@pmg.local,117,ACESSO INTERNET REDE DE ACESSO,76,HTTP,Port9.16,Port5.29,23.47.216.213,80.22.1.86,54789,80,UDP,1,Serviço desconhecido,,1
2025-03-07 02:00:18,Firewall Rule,Allowed,,118,ACESSO INTERNET REDE DE ACESSO,104,HTTPS,Port1.4,Port2.29,186.76.18.214,104.75.220.33,54042,8080,UDP,1,Acesso externo,,1
2025-03-07 02:00:19,Firewall Rule,Allowed,ana.santos@pmg.local,119,ACESSO INTERNET REDE DE ACESSO,63,HTTP,Port9.29,Port7.20,49.121.83.250,55.211.12.46,54754,8080,UDP,1,Acesso externo,,1
2025-03-07 02:00:20,Firewall Rule,Allowed,roberto.lima@pmg.local,120,ACESSO INTERNET REDE DE ACESSO,98,Default SNAT IPv4,Port8.8,Port4.27,127.179.156.211,68.114.12.169,54197,8080,UDP,2,LDAP Aberto,,1
2025-03-07 02:00:21,Firewall Rule,Allowed,maria.oliveira@pmg.local,121,ACESSO INTERNET REDE DE ACESSO,115,OpenVPN,Port9.11,Port1.4,76.91.135.10,37.222.176.187,54805,8080,UDP,1,Acesso externo,,1
2025-03-07 02:00:22,Firewall Rule,Allowed,maria.oliveira@pmg.local,122,ACESSO INTERNET REDE DE ACESSO,55,OpenVPN,Port1.17,Port9.22,194.100.186.111,27.169.160.170,54868,80,UDP,2,Serviço desconhecido,,1
2025-03-07 02:00:23,Firewall Rule,Allowed,maria.oliveira@pmg.local,123,ACESSO INTERNET REDE DE ACESSO,101,HTTP,Port9.5,Port4.14,180.194.89.158,155.154.207.141,54853,80,UDP,2,LDAP Aberto,,1
2025-03-07 02:00:24,Firewall Rule,Allowed,,124,ACESSO INTERNET REDE DE ACESSO,91,OpenVPN,Port8.15,Port4.17,131.86.43.73,141.171.47.210,54974,80,UDP,1,LDAP Aberto,,1
2025-03-07 02:00:25,Firewall Rule,Allowed,roberto.lima@pmg.local,125,ACESSO INTERNET REDE DE ACESSO,55,SSH,Port8.20,Port2.15,116.99.196.127,112.124.75.168,54704,80,TCP,2,LDAP Aberto,,1
2025-03-07 02:00:26,Firewall Rule,Allowed,,126,ACESSO INTERNET REDE DE ACESSO,109,Default SNAT IPv4,Port9.8,Port2.15,44.237.162.244,123.218.228.230,54162,443,UDP,2,Acesso externo,,1
2025-03-07 02:00:27,Firewall Rule,Allowed,maria.oliveira@pmg.local,127,ACESSO INTERNET REDE DE ACESSO,116,OpenVPN,Port4.9,Port8.3,192.146.120.70,95.163.41.36,54154,80,UDP,1,Serviço desconhecido,,1
2025-03-07 02:00:28,Firewall Rule,Allowed,roberto.lima@pmg.local,128,ACESSO INTERNET REDE DE ACESSO,103,OpenVPN,Port6.18,Port8.14,25.105.215.100,159.10.194.123,54006,8080,UDP,2,Acesso externo,,1
2025-03-07 02:00:29,Firewall Rule,Allowed,joana.pereira@pmg.local,129,ACESSO INTERNET REDE DE ACESSO,78,HTTP,Port7.16,Port1.13,96.207.84.216,129.65.13.233,54403,443,TCP,1,Serviço desconhecido,,1
2025-03-07 02:00:30,Firewall Rule,Allowed,ana.santos@pmg.local,130,ACESSO INTERNET REDE DE ACESSO,109,SSH,Port1.9,Port7.11,64.232.167.87,107.142.215.65,54854,80,UDP,1,Serviço desconhecido,,1
2025-03-07 02:00:31,Firewall Rule,Allowed,maria.oliveira@pmg.local,131,ACESSO INTERNET REDE DE ACESSO,78,Default SNAT IPv4,Port1.25,Port1.8,61.10.78.62,42.242.58.145,54970,80,UDP,2,Acesso externo,,1
2025-03-07 02:00:32,Firewall Rule,Allowed,,132,ACESSO INTERNET REDE DE ACESSO,64,SSH,Port5.4,Port10.1,89.192.203.242,193.101.38.152,54707,443,TCP,1,Serviço desconhecido,,1
2025-03-07 02:00:33,Firewall Rule,Allowed,,133,ACESSO INTERNET REDE DE ACESSO,65,HTTPS,Port1.12,Port9.14,179.189.35.130,175.174.6.218,54430,8080,TCP,2,Acesso externo,,1
2025-03-07 02:00:34,Firewall Rule,Allowed,ana.santos@pmg.local,134,ACESSO INTERNET REDE DE ACESSO,105,SSH,Port9.21,Port5.20,147.247.238.112,197.137.165.219,54251,80,UDP,2,LDAP Aberto,,1
2025-03-07 02:00:35,Firewall Rule,Allowed,,135,ACESSO INTERNET REDE DE ACESSO,98,HTTP,Port1.16,Port6.6,134.108.181.205,76.174.143.226,54610,443,UDP,1,Serviço desconhecido,,1
2025-03-07 02:00:36,Firewall Rule,Allowed,roberto.lima@pmg.local,136,ACESSO INTERNET REDE DE ACESSO,80,OpenVPN,Port8.18,Port4.23,131.251.229.203,14.47.150.57,54414,443,TCP,2,Serviço desconhecido,,1
2025-03-07 02:00:37,Firewall Rule,Allowed,joana.pereira@pmg.local,137,ACESSO INTERNET REDE DE ACESSO,117,HTTP,Port7.24,Port9.11,100.232.138.79,74.118.61.185,54197,8080,TCP,1,LDAP Aberto,,1
2025-03-07 02:00:38,Firewall Rule,Allowed,joana.pereira@pmg.local,138,ACESSO INTERNET REDE DE ACESSO,85,HTTPS,Port9.20,Port5.4,59.151.116.93,55.154.7.182,54546,80,UDP,1,LDAP Aberto,,1
2025-03-07 02:00:39,Firewall Rule,Allowed,ana.santos@pmg.local,139,ACESSO INTERNET REDE DE ACESSO,112,Default SNAT IPv4,Port1.19,Port5.16,132.225.174.48,23.129.244.30,54841,80,UDP,2,LDAP Aberto,,1
2025-03-07 02:00:40,Firewall Rule,Allowed,ana.santos@pmg.local,140,ACESSO INTERNET REDE DE ACESSO,69,HTTPS,Port5.3,Port4.4,152.213.115.199,143.194.230.233,54453,8080,UDP,2,Serviço desconhecido,,1
2025-03-07 02:00:41,Firewall Rule,Allowed,,141,ACESSO INTERNET REDE DE ACESSO,62,SSH,Port4.9,Port2.6,71.88.38.41,10.209.230.177,54608,8080,UDP,1,LDAP Aberto,,1
2025-03-07 02:00:42,Firewall Rule,Allowed,maria.oliveira@pmg.local,142,ACESSO INTERNET REDE DE ACESSO,108,Default SNAT IPv4,Port4.30,Port5.26,170.101.217.30,149.115.76.233,54272,80,TCP,1,LDAP Aberto,,1
2025-03-07 02:00:43,Firewall Rule,Allowed,,143,ACESSO INTERNET REDE DE ACESSO,86,OpenVPN,Port2.15,Port5.23,113.139.252.113,30.20.221.189,54330,443,UDP,1,LDAP Aberto,,1
2025-03-07 02:00:44,Firewall Rule,Allowed,,144,ACESSO INTERNET REDE DE ACESSO,52,HTTP,Port10.2,Port3.16,142.226.142.47,159.223.251.249,54093,8080,UDP,2,Acesso externo,,1
2025-03-07 02:00:45,Firewall Rule,Allowed,roberto.lima@pmg.local,145,ACESSO INTERNET REDE DE ACESSO,70,HTTP,Port7.23,Port8.10,179.205.18.117,32.161.129.83,54118,8080,TCP,2,Acesso externo,,1
2025-03-07 02:00:46,Firewall Rule,Allowed,ana.santos@pmg.local,146,ACESSO INTERNET REDE DE ACESSO,116,HTTP,Port10.25,Port8.21,123.26.104.69,150.67.147.113,54901,443,UDP,1,LDAP Aberto,,1
2025-03-07 02:00:47,Firewall Rule,Allowed,ana.santos@pmg.local,147,ACESSO INTERNET REDE DE ACESSO,89,HTTPS,Port1.18,Port7.3,67.58.236.243,40.78.255.239,54733,8080,UDP,2,Acesso externo,,1
2025-03-07 02:00:48,Firewall Rule,Allowed,ana.santos@pmg.local,148,ACESSO INTERNET REDE DE ACESSO,108,HTTPS,Port3.13,Port4.30,163.69.35.71,116.174.136.211,54002,8080,UDP,2,LDAP Aberto,,1
2025-03-07 02:00:49,Firewall Rule,Allowed,,149,ACESSO INTERNET REDE DE ACESSO,111,HTTP,Port6.18,Port9.13,126.164.96.252,188.122.196.60,54876,8080,TCP,2,Serviço desconhecido,,1
2025-03-07 02:00:50,Firewall Rule,Allowed,joana.pereira@pmg.local,100,ACESSO INTERNET REDE DE ACESSO,99,SSH,Port8.2,Port3.17,161.169.51.224,122.51.233.4,54739,80,UDP,1,LDAP Aberto,,1
2025-03-07 02:00:51,Firewall Rule,Allowed,maria.oliveira@pmg.local,101,ACESSO INTERNET REDE DE ACESSO,93,HTTPS,Port7.21,Port2.28,94.194.162.161,193.249.18.159,54070,80,UDP,1,Serviço desconhecido,,1
2025-03-07 02:00:52,Firewall Rule,Allowed,joana.pereira@pmg.local,102,ACESSO INTERNET REDE DE ACESSO,62,Default SNAT IPv4,Port8.6,Port5.29,17.23.166.204,24.150.183.96,54441,80,TCP,2,Serviço desconhecido,,1
2025-03-07 02:00:53,Firewall Rule,Allowed,ana.santos@pmg.local,103,ACESSO INTERNET REDE DE ACESSO,72,Default SNAT IPv4,Port10.28,Port7.20,184.123.254.234,159.73.118.119,54653,8080,UDP,2,Serviço desconhecido,,1
2025-03-07 02:00:54,Firewall Rule,Allowed,joana.pereira@pmg.local,104,ACESSO INTERNET REDE DE ACESSO,86,HTTPS,Port3.3,Port8.12,160.153.217.177,74.233.154.51,54393,8080,TCP,1,Acesso externo,,1
2025-03-07 02:00:55,Firewall Rule,Allowed,,105,ACESSO INTERNET REDE DE ACESSO,87,HTTP,Port1.27,Port7.9,12.25.254.214,83.117.180.57,54651,80,UDP,1,Serviço desconhecido,,1
2025-03-07 02:00:56,Firewall Rule,Allowed,roberto.lima@pmg.local,106,ACESSO INTERNET REDE DE ACESSO,89,OpenVPN,Port1.19,Port6.24,43.46.151.84,116.89.102.34,54805,443,UDP,2,LDAP Aberto,,1
2025-03-07 02:00:57,Firewall Rule,Allowed,joana.pereira@pmg.local,107,ACESSO INTERNET REDE DE ACESSO,87,HTTP,Port2.15,Port2.5,67.203.187.24,111.7.135.138,54126,8080,UDP,2,Serviço desconhecido,,1
2025-03-07 02:00:58,Firewall Rule,Allowed,maria.oliveira@pmg.local,108,ACESSO INTERNET REDE DE ACESSO,63,SSH,Port8.1,Port10.29,153.167.113.166,26.237.154.167,54418,80,TCP,1,LDAP Aberto,,1
2025-03-07 02:00:59,Firewall Rule,Allowed,joana.pereira@pmg.local,109,ACESSO INTERNET REDE DE ACESSO,64,Default SNAT IPv4,Port4.29,Port9.5,109.232.189.172,200.214.79.227,54424,443,TCP,2,Serviço desconhecido,,1
2025-03-07 02:01:00,Firewall Rule,Allowed,maria.oliveira@pmg.local,110,ACESSO INTERNET REDE DE ACESSO,54,HTTP,Port4.15,Port8.8,102.50.188.140,175.183.31.102,54282,80,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:01,Firewall Rule,Allowed,,111,ACESSO INTERNET REDE DE ACESSO,52,Default SNAT IPv4,Port6.8,Port3.26,154.105.35.213,151.106.110.209,54890,80,UDP,1,Serviço desconhecido,,1
2025-03-07 02:01:02,Firewall Rule,Allowed,maria.oliveira@pmg.local,112,ACESSO INTERNET REDE DE ACESSO,68,SSH,Port9.9,Port3.4,179.13.67.4,101.121.165.5,54178,8080,TCP,1,Serviço desconhecido,,1
2025-03-07 02:01:03,Firewall Rule,Allowed,,113,ACESSO INTERNET REDE DE ACESSO,64,Default SNAT IPv4,Port8.15,Port6.17,161.55.231.129,66.22.154.118,54658,80,TCP,2,Acesso externo,,1
2025-03-07 02:01:04,Firewall Rule,Allowed,roberto.lima@pmg.local,114,ACESSO INTERNET REDE DE ACESSO,112,OpenVPN,Port2.29,Port2.11,165.75.33.33,80.166.195.153,54543,8080,UDP,2,LDAP Aberto,,1
2025-03-07 02:01:05,Firewall Rule,Allowed,,115,ACESSO INTERNET REDE DE ACESSO,77,OpenVPN,Port8.29,Port4.14,96.232.204.107,196.48.160.110,54320,443,UDP,2,LDAP Aberto,,1
2025-03-07 02:01:06,Firewall Rule,Allowed,roberto.lima@pmg.local,116,ACESSO INTERNET REDE DE ACESSO,61,Default SNAT IPv4,Port2.14,Port2.24,199.190.66.143,25.168.62.106,54362,443,UDP,1,Acesso externo,,1
2025-03-07 02:01:07,Firewall Rule,Allowed,maria.oliveira@pmg.local,117,ACESSO INTERNET REDE DE ACESSO,63,HTTPS,Port9.7,Port3.22,133.114.55.90,152.188.58.196,54285,443,TCP,2,Serviço desconhecido,,1
2025-03-07 02:01:08,Firewall Rule,Allowed,,118,ACESSO INTERNET REDE DE ACESSO,84,Default SNAT IPv4,Port3.9,Port5.30,96.179.3.47,46.205.35.37,54758,443,TCP,1,Serviço desconhecido,,1
2025-03-07 02:01:09,Firewall Rule,Allowed,joana.pereira@pmg.local,119,ACESSO INTERNET REDE DE ACESSO,103,OpenVPN,Port6.6,Port6.10,194.166.43.227,23.79.80.194,54632,80,TCP,2,Acesso externo,,1
2025-03-07 02:01:10,Firewall Rule,Allowed,joana.pereira@pmg.local,120,ACESSO INTERNET REDE DE ACESSO,106,OpenVPN,Port5.7,Port9.4,98.220.56.73,183.249.157.12,54225,8080,TCP,1,LDAP Aberto,,1
2025-03-07 02:01:11,Firewall Rule,Allowed,ana.santos@pmg.local,121,ACESSO INTERNET REDE DE ACESSO,67,HTTP,Port5.11,Port2.1,137.220.89.34,107.117.181.19,54406,443,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:12,Firewall Rule,Allowed,roberto.lima@pmg.local,122,ACESSO INTERNET REDE DE ACESSO,90,HTTPS,Port7.19,Port7.23,173.213.148.30,113.10.166.44,54820,443,UDP,2,LDAP Aberto,,1
2025-03-07 02:01:13,Firewall Rule,Allowed,roberto.lima@pmg.local,123,ACESSO INTERNET REDE DE ACESSO,81,OpenVPN,Port10.13,Port9.3,111.158.173.57,95.86.39.131,54648,80,TCP,2,Acesso externo,,1
2025-03-07 02:01:14,Firewall Rule,Allowed,ana.santos@pmg.local,124,ACESSO INTERNET REDE DE ACESSO,63,SSH,Port5.7,Port3.20,49.38.90.244,170.252.237.194,54577,443,UDP,2,Serviço desconhecido,,1
2025-03-07 02:01:15,Firewall Rule,Allowed,ana.santos@pmg.local,125,ACESSO INTERNET REDE DE ACESSO,106,Default SNAT IPv4,Port8.15,Port5.26,80.28.180.130,28.158.236.116,54038,80,UDP,2,LDAP Aberto,,1
2025-03-07 02:01:16,Firewall Rule,Allowed,,126,ACESSO INTERNET REDE DE ACESSO,114,OpenVPN,Port8.19,Port9.26,199.21.230.233,156.96.164.155,54487,443,TCP,1,Acesso externo,,1
2025-03-07 02:01:17,Firewall Rule,Allowed,maria.oliveira@pmg.local,127,ACESSO INTERNET REDE DE ACESSO,60,HTTPS,Port3.2,Port4.23,122.224.81.94,105.144.198.105,54793,8080,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:18,Firewall Rule,Allowed,roberto.lima@pmg.local,128,ACESSO INTERNET REDE DE ACESSO,99,HTTP,Port5.24,Port10.28,48.170.41.150,179.72.179.80,54990,443,UDP,1,Serviço desconhecido,,1
2025-03-07 02:01:19,Firewall Rule,Allowed,maria.oliveira@pmg.local,129,ACESSO INTERNET REDE DE ACESSO,98,HTTP,Port3.22,Port9.3,175.216.185.5,102.158.92.244,54219,8080,UDP,1,LDAP Aberto,,1
2025-03-07 02:01:20,Firewall Rule,Allowed,ana.santos@pmg.local,130,ACESSO INTERNET REDE DE ACESSO,59,HTTP,Port2.17,Port9.27,199.19.172.225,168.67.192.40,54166,80,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:21,Firewall Rule,Allowed,maria.oliveira@pmg.local,131,ACESSO INTERNET REDE DE ACESSO,80,OpenVPN,Port10.10,Port8.8,146.122.158.248,130.99.188.174,54969,443,UDP,2,Acesso externo,,1
2025-03-07 02:01:22,Firewall Rule,Allowed,,132,ACESSO INTERNET REDE DE ACESSO,117,OpenVPN,Port3.27,Port4.26,164.70.128.14,174.246.190.142,54956,80,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:23,Firewall Rule,Allowed,maria.oliveira@pmg.local,133,ACESSO INTERNET REDE DE ACESSO,107,HTTPS,Port3.27,Port7.3,66.230.178.239,16.212.27.102,54514,8080,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:24,Firewall Rule,Allowed,ana.santos@pmg.local,134,ACESSO INTERNET REDE DE ACESSO,53,HTTP,Port2.27,Port6.26,47.70.19.74,130.71.240.115,54630,80,TCP,1,Acesso externo,,1
2025-03-07 02:01:25,Firewall Rule,Allowed,ana.santos@pmg.local,135,ACESSO INTERNET REDE DE ACESSO,117,OpenVPN,Port2.25,Port5.8,87.62.24.62,117.234.32.29,54856,8080,TCP,1,Serviço desconhecido,,1
2025-03-07 02:01:26,Firewall Rule,Allowed,maria.oliveira@pmg.local,136,ACESSO INTERNET REDE DE ACESSO,104,Default SNAT IPv4,Port10.12,Port4.19,116.95.43.135,102.34.10.100,54894,8080,TCP,2,Acesso externo,,1
2025-03-07 02:01:27,Firewall Rule,Allowed,roberto.lima@pmg.local,137,ACESSO INTERNET REDE DE ACESSO,95,Default SNAT IPv4,Port6.8,Port2.25,158.170.68.12,100.173.89.213,54797,443,UDP,2,Serviço desconhecido,,1
2025-03-07 02:01:28,Firewall Rule,Allowed,ana.santos@pmg.local,138,ACESSO INTERNET REDE DE ACESSO,58,OpenVPN,Port1.10,Port4.2,61.21.161.239,89.203.242.65,54037,443,TCP,2,Acesso externo,,1
2025-03-07 02:01:29,Firewall Rule,Allowed,maria.oliveira@pmg.local,139,ACESSO INTERNET REDE DE ACESSO,84,Default SNAT IPv4,Port6.14,Port7.24,122.197.173.250,57.254.254.95,54946,443,UDP,1,Serviço desconhecido,,1
2025-03-07 02:01:30,Firewall Rule,Allowed,roberto.lima@pmg.local,140,ACESSO INTERNET REDE DE ACESSO,105,HTTPS,Port3.18,Port5.11,36.40.167.170,85.156.228.155,54734,8080,TCP,2,Acesso externo,,1
2025-03-07 02:01:31,Firewall Rule,Allowed,roberto.lima@pmg.local,141,ACESSO INTERNET REDE DE ACESSO,95,HTTPS,Port7.9,Port1.3,181.207.186.132,183.81.15.37,54869,443,UDP,1,LDAP Aberto,,1
2025-03-07 02:01:32,Firewall Rule,Allowed,ana.santos@pmg.local,142,ACESSO INTERNET REDE DE ACESSO,96,HTTP,Port7.19,Port1.20,49.230.189.96,123.39.70.136,54375,8080,UDP,2,LDAP Aberto,,1
2025-03-07 02:01:33,Firewall Rule,Allowed,roberto.lima@pmg.local,143,ACESSO INTERNET REDE DE ACESSO,73,OpenVPN,Port9.13,Port9.4,77.133.228.55,166.146.251.52,54125,80,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:34,Firewall Rule,Allowed,roberto.lima@pmg.local,144,ACESSO INTERNET REDE DE ACESSO,90,HTTP,Port2.18,Port9.10,86.80.89.204,102.114.62.253,54205,80,TCP,2,LDAP Aberto,,1
2025-03-07 02:01:35,Firewall Rule,Allowed,,145,ACESSO INTERNET REDE DE ACESSO,97,OpenVPN,Port9.5,Port10.29,32.33.158.102,193.245.210.197,54419,443,TCP,1,Acesso externo,,1
2025-03-07 02:01:36,Firewall Rule,Allowed,joana.pereira@pmg.local,146,ACESSO INTERNET REDE DE ACESSO,109,HTTPS,Port6.5,Port9.21,160.93.66.111,138.28.63.133,54156,8080,TCP,1,Acesso externo,,1
2025-03-07 02:01:37,Firewall Rule,Allowed,maria.oliveira@pmg.local,147,ACESSO INTERNET REDE DE ACESSO,116,HTTP,Port2.9,Port4.21,151.140.64.161,87.47.86.152,54964,443,TCP,1,Serviço desconhecido,,1
2025-03-07 02:01:38,Firewall Rule,Allowed,,148,ACESSO INTERNET REDE DE ACESSO,55,Default SNAT IPv4,Port2.2,Port10.9,176.107.213.159,173.15.254.228,54642,443,UDP,2,Acesso externo,,1
2025-03-07 02:01:39,Firewall Rule,Allowed,joana.pereira@pmg.local,149,ACESSO INTERNET REDE DE ACESSO,88,OpenVPN,Port2.23,Port1.6,122.212.247.119,62.174.73.81,54882,443,UDP,2,Acesso externo,,1
2025-03-07 02:01:40,Firewall Rule,Allowed,maria.oliveira@pmg.local,100,ACESSO INTERNET REDE DE ACESSO,115,HTTPS,Port2.11,Port4.15,41.136.230.64,46.49.25.75,54968,8080,UDP,1,LDAP Aberto,,1
2025-03-07 02:01:41,Firewall Rule,Allowed,,101,ACESSO INTERNET REDE DE ACESSO,90,SSH,Port3.16,Port9.15,137.157.254.6,33.201.234.248,54246,80,UDP,1,LDAP Aberto,,1
2025-03-07 02:01:42,Firewall Rule,Allowed,joana.pereira@pmg.local,102,ACESSO INTERNET REDE DE ACESSO,110,HTTP,Port9.1,Port2.14,44.135.187.196,113.187.23.103,54052,443,TCP,2,Serviço desconhecido,,1
2025-03-07 02:01:43,Firewall Rule,Allowed,roberto.lima@pmg.local,103,ACESSO INTERNET REDE DE ACESSO,99,HTTPS,Port8.25,Port9.9,169.60.65.250,34.201.191.204,54347,443,UDP,1,LDAP Aberto,,1
2025-03-07 02:01:44,Firewall Rule,Allowed,,104,ACESSO INTERNET REDE DE ACESSO,55,Default SNAT IPv4,Port1.5,Port6.26,131.233.76.156,141.71.167.239,54627,8080,TCP,2,Serviço desconhecido,,1
2025-03-07 02:01:45,Firewall Rule,Allowed,,105,ACESSO INTERNET REDE DE ACESSO,93,HTTPS,Port9.18,Port8.23,154.153.243.209,14.188.169.173,54112,8080,UDP,1,Serviço desconhecido,,1
2025-03-07 02:01:46,Firewall Rule,Allowed,maria.oliveira@pmg.local,106,ACESSO INTERNET REDE DE ACESSO,79,Default SNAT IPv4,Port10.16,Port3.17,171.194.75.211,184.124.16.147,54970,443,TCP,1,LDAP Aberto,,1
2025-03-07 02:01:47,Firewall Rule,Allowed,maria.oliveira@pmg.local,107,ACESSO INTERNET REDE DE ACESSO,103,SSH,Port7.23,Port4.14,138.241.31.181,45.106.166.170,54489,443,UDP,2,LDAP Aberto,,1
2025-03-07 02:01:48,Firewall Rule,Allowed,,108,ACESSO INTERNET REDE DE ACESSO,93,HTTPS,Port6.22,Port5.20,133.98.126.72,152.152.115.242,54996,8080,UDP,1,Serviço desconhecido,,1
2025-03-07 02:01:49,Firewall Rule,Allowed,maria.oliveira@pmg.local,109,ACESSO INTERNET REDE DE ACESSO,111,HTTP,Port9.30,Port5.10,41.194.202.210,98.74.148.11,54294,443,TCP,2,Acesso externo,,1
2025-03-07 02:01:50,Firewall Rule,Allowed,joana.pereira@pmg.local,110,ACESSO INTERNET REDE DE ACESSO,77,SSH,Port9.9,Port9.23,79.70.55.158,199.122.124.13,54685,443,TCP,1,LDAP Aberto,,1
2025-03-07 02:01:51,Firewall Rule,Allowed,joana.pereira@pmg.local,111,ACESSO INTERNET REDE DE ACESSO,92,OpenVPN,Port2.22,Port3.1,150.80.208.168,131.244.102.194,54987,8080,UDP,2,Serviço desconhecido,,1
2025-03-07 02:01:52,Firewall Rule,Allowed,roberto.lima@pmg.local,112,ACESSO INTERNET REDE DE ACESSO,79,HTTPS,Port1.30,Port3.14,55.18.203.202,136.95.148.225,54038,80,UDP,1,Acesso externo,,1
2025-03-07 02:01:53,Firewall Rule,Allowed,joana.pereira@pmg.local,113,ACESSO INTERNET REDE DE ACESSO,119,HTTPS,Port8.29,Port3.28,139.239.139.50,38.169.83.188,54469,443,UDP,1,LDAP Aberto,,1
2025-03-07 02:01:54,Firewall Rule,Allowed,maria.oliveira@pmg.local,114,ACESSO INTERNET REDE DE ACESSO,74,SSH,Port10.28,Port7.27,119.167.44.103,181.48.94.252,54143,8080,UDP,1,LDAP Aberto,,1
2025-03-07 02:01:55,Firewall Rule,Allowed,joana.pereira@pmg.local,115,ACESSO INTERNET REDE DE ACESSO,80,OpenVPN,Port5.11,Port5.19,195.5.133.168,102.120.31.171,54121,8080,UDP,1,Acesso externo,,1
2025-03-07 02:01:56,Firewall Rule,Allowed,roberto.lima@pmg.local,116,ACESSO INTERNET REDE DE ACESSO,87,HTTP,Port10.8,Port4.5,132.78.232.192,165.191.212.180,54562,8080,TCP,1,Serviço desconhecido,,1
