IP de Origem;Qtd_Conexoes;Tempo_Segundos;Diversidade_IP_Destino;Requisicoes_por_Segundo;Qtd_Portas_Solicitadas;Blacklist
168991618;19;51.0;1;0.37254901960784315;19;0
168994511;22;62.0;1;0.3548387096774194;22;0
168996077;7;67.0;7;0.1044776119402985;7;0
169001916;10;28.0;1;0.35714285714285715;10;0
169002154;19;60.0;1;0.31666666666666665;19;0
169006341;13;179.0;13;0.07262569832402235;13;0
169011608;16;156.0;16;0.10256410256410256;16;0
169023107;6;73.0;6;0.0821917808219178;6;0
169025614;10;104.0;10;0.09615384615384616;10;0
169028410;5;34.0;5;0.14705882352941177;5;0
169030983;14;41.0;1;0.34146341463414637;14;0
169035546;12;43.0;1;0.27906976744186046;12;0
169036513;16;163.0;16;0.09815950920245399;16;0
169051999;16;189.0;16;0.08465608465608465;16;0
169056243;11;111.0;11;0.0990990990990991;11;0
169065598;19;54.0;1;0.35185185185185186;19;0
169066175;11;33.0;1;0.3333333333333333;11;0
169075092;12;101.0;12;0.1188118811881188;12;0
169075511;19;144.0;19;0.13194444444444445;19;0
169080716;24;62.0;1;0.3870967741935484;24;0
169090686;11;144.0;11;0.0763888888888889;11;0
169097772;6;61.0;6;0.09836065573770492;6;0
169102859;7;91.0;7;0.07692307692307693;7;0
169123508;11;91.0;11;0.12087912087912088;11;0
169125099;25;67.0;1;0.373134328358209;25;0
169131429;14;134.0;14;0.1044776119402985;14;0
169137516;12;33.0;1;0.36363636363636365;12;0
169153068;18;61.0;1;0.29508196721311475;18;0
169156765;14;144.0;14;0.09722222222222222;14;0
169158401;7;83.0;7;0.08433734939759036;7;0
169161835;13;177.0;13;0.07344632768361582;13;0
169173221;19;234.0;19;0.0811965811965812;19;0
169174203;17;131.0;17;0.1297709923664122;17;0
169181870;11;120.0;11;0.09166666666666666;11;0
169186199;24;64.0;1;0.375;24;0
169190337;20;64.0;1;0.3125;20;0
169191447;8;108.0;8;0.07407407407407407;8;0
169192467;13;43.0;1;0.3023255813953488;13;0
169199897;17;45.0;1;0.37777777777777777;17;0
169204014;16;39.0;1;0.41025641025641024;16;0
169209473;21;56.0;1;0.375;21;0
169214792;11;107.0;11;0.102803738317757;11;0
169215999;15;33.0;1;0.45454545454545453;15;0
169222100;19;56.0;1;0.3392857142857143;19;0
169222278;13;109.0;13;0.11926605504587157;13;0
169239285;12;133.0;12;0.09022556390977443;12;0
169241560;23;55.0;1;0.41818181818181815;23;0
169242455;14;167.0;14;0.08383233532934131;14;0
169249833;8;77.0;8;0.1038961038961039;8;0
169270560;15;41.0;1;0.36585365853658536;15;0
169280573;12;77.0;12;0.15584415584415584;12;0
169283476;17;50.0;1;0.34;17;0
169293283;14;170.0;14;0.08235294117647059;14;0
169299432;22;55.0;1;0.4;22;0
169301563;25;73.0;1;0.3424657534246575;25;0
169303798;24;61.0;1;0.39344262295081966;24;0
169304561;17;131.0;17;0.1297709923664122;17;0
169307055;21;44.0;1;0.4772727272727273;21;0
169325430;20;266.0;20;0.07518796992481203;20;0
169326353;12;35.0;1;0.34285714285714286;12;0
169328245;24;65.0;1;0.36923076923076925;24;0
169329095;17;239.0;17;0.07112970711297072;17;0
169333312;15;3586.0;15;0.004182933630786392;15;0
169337955;10;36.0;1;0.2777777777777778;10;0
169342020;10;33.0;1;0.30303030303030304;10;0
169346334;16;183.0;16;0.08743169398907104;16;0
169348335;16;45.0;1;0.35555555555555557;16;0
169356986;18;143.0;18;0.1258741258741259;18;0
169363062;12;74.0;12;0.16216216216216217;12;0
169372777;18;54.0;1;0.3333333333333333;18;0
169373954;15;112.0;15;0.13392857142857142;15;0
169386556;20;54.0;1;0.37037037037037035;20;0
169398171;17;194.0;17;0.08762886597938144;17;0
169405757;16;45.0;1;0.35555555555555557;16;0
169407676;15;44.0;1;0.3409090909090909;15;0
169425739;19;51.0;1;0.37254901960784315;19;0
169440214;21;68.0;1;0.3088235294117647;21;0
169450898;10;30.0;1;0.3333333333333333;10;0
169456584;17;58.0;1;0.29310344827586204;17;0
169466546;20;224.0;20;0.08928571428571429;20;0
169466853;19;49.0;1;0.3877551020408163;19;0
169473877;19;239.0;19;0.0794979079497908;19;0
169475863;16;135.0;16;0.11851851851851852;16;0
169478718;18;152.0;18;0.11842105263157894;18;0
169479252;10;126.0;10;0.07936507936507936;10;0
169488258;18;53.0;1;0.33962264150943394;18;0
169496325;22;78.0;1;0.28205128205128205;22;0
169501006;10;76.0;10;0.13157894736842105;10;0
169502315;11;87.0;11;0.12643678160919541;11;0
169515510;17;140.0;17;0.12142857142857143;17;0
169517922;18;150.0;18;0.12;18;0
169533180;17;150.0;17;0.11333333333333333;17;0
169552350;20;129.0;20;0.15503875968992248;20;0
169552909;16;40.0;1;0.4;16;0
169565654;16;40.0;1;0.4;16;0
169569519;11;92.0;11;0.11956521739130435;11;0
169577074;18;157.0;18;0.11464968152866242;18;0
169585492;18;141.0;18;0.1276595744680851;18;0
169586268;20;221.0;20;0.09049773755656108;20;0
169595043;20;259.0;20;0.07722007722007722;20;0
169597300;15;110.0;15;0.13636363636363635;15;0
169601528;16;143.0;16;0.11188811188811189;16;0
169604087;13;32.0;1;0.40625;13;0
169607067;8;58.0;8;0.13793103448275862;8;0
169608210;10;3593.0;10;0.0027831895352073478;10;0
169608644;17;223.0;17;0.07623318385650224;17;0
169611443;11;29.0;1;0.3793103448275862;11;0
169614943;14;95.0;14;0.14736842105263157;14;0
169621020;5;37.0;5;0.13513513513513514;5;0
169625577;14;36.0;1;0.3888888888888889;14;0
169631155;20;151.0;20;0.13245033112582782;20;0
169632048;20;257.0;20;0.07782101167315175;20;0
169632698;14;116.0;14;0.1206896551724138;14;0
169643413;17;205.0;17;0.08292682926829269;17;0
169644321;14;42.0;1;0.3333333333333333;14;0
169650339;15;125.0;15;0.12;15;0
169674535;19;164.0;19;0.11585365853658537;19;0
169676337;5;63.0;5;0.07936507936507936;5;0
169678821;17;222.0;17;0.07657657657657657;17;0
169687688;18;203.0;18;0.08866995073891626;18;0
169694081;20;61.0;1;0.32786885245901637;20;0
169696674;13;156.0;13;0.08333333333333333;13;0
169714719;18;118.0;18;0.15254237288135594;18;0
169722640;17;93.0;17;0.1827956989247312;17;0
169722740;16;177.0;16;0.0903954802259887;16;0
169727533;12;31.0;1;0.3870967741935484;12;0
169741794;22;65.0;1;0.3384615384615385;22;0
169745302;14;110.0;14;0.12727272727272726;14;0
169750218;16;37.0;1;0.43243243243243246;16;0
169750392;20;155.0;20;0.12903225806451613;20;0
169764777;10;112.0;10;0.08928571428571429;10;0
169771154;21;52.0;1;0.40384615384615385;21;0
169773981;15;150.0;15;0.1;15;0
169774543;17;175.0;17;0.09714285714285714;17;0
169783603;11;30.0;1;0.36666666666666664;11;0
169784288;12;27.0;1;0.4444444444444444;12;0
169789141;14;173.0;14;0.08092485549132948;14;0
169810380;12;133.0;12;0.09022556390977443;12;0
169811873;13;38.0;1;0.34210526315789475;13;0
169814466;18;240.0;18;0.075;18;0
169817622;17;202.0;17;0.08415841584158416;17;0
169821316;23;58.0;1;0.39655172413793105;23;0
169823773;21;59.0;1;0.3559322033898305;21;0
169824097;14;46.0;1;0.30434782608695654;14;0
169825577;12;79.0;12;0.1518987341772152;12;0
169825916;11;116.0;11;0.09482758620689655;11;0
169827638;25;60.0;1;0.4166666666666667;25;0
169829258;17;172.0;17;0.09883720930232558;17;0
169843607;18;158.0;18;0.11392405063291139;18;0
169851407;25;66.0;1;0.3787878787878788;25;0
169857325;12;92.0;12;0.13043478260869565;12;0
169860121;22;64.0;1;0.34375;22;0
169872834;16;204.0;16;0.0784313725490196;16;0
169874597;19;250.0;19;0.076;19;0
169882696;11;34.0;1;0.3235294117647059;11;0
169884460;13;84.0;13;0.15476190476190477;13;0
169885508;15;125.0;14;0.12;15;0
169886386;10;61.0;10;0.16393442622950818;10;0
169886824;10;34.0;1;0.29411764705882354;10;0
169886987;10;104.0;10;0.09615384615384616;10;0
169896102;25;67.0;1;0.373134328358209;25;0
169908299;23;72.0;1;0.3194444444444444;23;0
169927249;14;130.0;14;0.1076923076923077;14;0
169931067;12;32.0;1;0.375;12;0
169935257;15;183.0;15;0.08196721311475409;15;0
169939365;15;140.0;15;0.10714285714285714;15;0
169939520;16;41.0;1;0.3902439024390244;16;0
169945321;14;3592.0;14;0.0038975501113585748;14;0
169946509;14;177.0;14;0.07909604519774012;14;0
169946938;20;45.0;1;0.4444444444444444;20;0
169947738;15;133.0;15;0.11278195488721804;15;0
169948396;10;74.0;10;0.13513513513513514;10;0
169954076;20;172.0;20;0.11627906976744186;20;0
169955807;19;156.0;19;0.12179487179487179;19;0
169960588;10;55.0;10;0.18181818181818182;10;0
169966907;12;129.0;12;0.09302325581395349;12;0
169968298;9;94.0;9;0.09574468085106383;9;0
169969341;10;113.0;10;0.08849557522123894;10;0
169979408;19;175.0;19;0.10857142857142857;19;0
169982705;13;112.0;13;0.11607142857142858;13;0
169986144;19;64.0;1;0.296875;19;0
169989532;19;174.0;19;0.10919540229885058;19;0
169990392;18;38.0;1;0.47368421052631576;18;0
169992296;12;3597.0;1;0.003336113427856547;12;0
169994001;12;33.0;1;0.36363636363636365;12;0
170013567;13;35.0;1;0.37142857142857144;13;0
170021267;20;250.0;20;0.08;20;0
170029049;11;30.0;1;0.36666666666666664;11;0
170036022;17;187.0;17;0.09090909090909091;17;0
170038191;14;35.0;1;0.4;14;0
170040643;15;40.0;1;0.375;15;0
170044109;11;30.0;1;0.36666666666666664;11;0
170049509;12;133.0;12;0.09022556390977443;12;0
170054710;18;3580.0;18;0.005027932960893855;18;0
170060913;19;236.0;19;0.08050847457627118;19;0
170062204;19;155.0;19;0.12258064516129032;19;0
170070198;15;40.0;1;0.375;15;0
170080476;18;152.0;18;0.11842105263157894;18;0
170083993;14;114.0;14;0.12280701754385964;14;0
170095979;11;29.0;1;0.3793103448275862;11;0
170108591;16;45.0;1;0.35555555555555557;16;0
170109275;16;192.0;16;0.08333333333333333;16;0
170124122;18;48.0;1;0.375;18;0
170136675;20;161.0;20;0.12422360248447205;20;0
170138130;20;181.0;20;0.11049723756906077;20;0
170148923;23;64.0;1;0.359375;23;0
170149744;6;53.0;6;0.11320754716981132;6;0
170156346;16;147.0;16;0.10884353741496598;16;0
170156389;20;62.0;1;0.3225806451612903;20;0
170159550;11;146.0;11;0.07534246575342465;11;0
170160953;15;129.0;15;0.11627906976744186;15;0
170161603;19;143.0;19;0.13286713286713286;19;0
170167602;14;104.0;14;0.1346153846153846;14;0
170170410;9;93.0;9;0.0967741935483871;9;0
170183068;19;172.0;19;0.11046511627906977;19;0
170190182;17;50.0;1;0.34;17;0
170191417;14;122.0;14;0.11475409836065574;14;0
170195184;10;24.0;1;0.4166666666666667;10;0
170196457;17;45.0;1;0.37777777777777777;17;0
170203271;16;129.0;16;0.12403100775193798;16;0
170204240;19;130.0;19;0.14615384615384616;19;0
170218732;5;69.0;5;0.07246376811594203;5;0
170221688;25;65.0;1;0.38461538461538464;25;0
170228012;17;155.0;17;0.10967741935483871;17;0
170236264;25;3595.0;1;0.006954102920723227;25;0
170236425;14;41.0;1;0.34146341463414637;14;0
170238779;17;51.0;1;0.3333333333333333;17;0
170244864;13;31.0;1;0.41935483870967744;13;0
170248198;16;3581.0;16;0.004468025691147724;16;0
170253490;10;109.0;10;0.09174311926605505;10;0
170255419;24;79.0;1;0.3037974683544304;24;0
170260017;17;180.0;17;0.09444444444444444;17;0
170263128;11;94.0;11;0.11702127659574468;11;0
170266144;13;106.0;13;0.12264150943396226;13;0
170281679;14;170.0;14;0.08235294117647059;14;0
170287223;12;39.0;1;0.3076923076923077;12;0
170305355;15;35.0;1;0.42857142857142855;15;0
170321161;18;45.0;1;0.4;18;0
170326376;6;60.0;6;0.1;6;0
170329156;20;62.0;1;0.3225806451612903;20;0
170343961;7;65.0;7;0.1076923076923077;7;0
170347278;18;253.0;18;0.07114624505928854;18;0
170352564;16;135.0;16;0.11851851851851852;16;0
170357926;17;201.0;17;0.0845771144278607;17;0
170359462;12;29.0;1;0.41379310344827586;12;0
170361148;16;155.0;16;0.1032258064516129;16;0
170373557;13;113.0;13;0.11504424778761062;13;0
170376594;18;164.0;18;0.10975609756097561;18;0
170377349;22;63.0;1;0.3492063492063492;22;0
170384674;18;219.0;18;0.0821917808219178;18;0
170396058;15;126.0;15;0.11904761904761904;15;0
170401612;16;106.0;16;0.1509433962264151;16;0
170401668;18;157.0;18;0.11464968152866242;18;0
170405989;14;151.0;14;0.09271523178807947;14;0
170416176;11;30.0;1;0.36666666666666664;11;0
170422163;16;184.0;16;0.08695652173913043;16;0
170430119;14;39.0;1;0.358974358974359;14;0
170434374;14;111.0;14;0.12612612612612611;14;0
170435312;17;129.0;17;0.13178294573643412;17;0
170439442;13;165.0;13;0.07878787878787878;13;0
170442025;19;253.0;19;0.07509881422924901;19;0
170443225;19;48.0;1;0.3958333333333333;19;0
170446079;5;44.0;5;0.11363636363636363;5;0
170452520;6;65.0;6;0.09230769230769231;6;0
170454732;14;112.0;14;0.125;14;0
170462316;11;75.0;11;0.14666666666666667;11;0
170463837;14;36.0;1;0.3888888888888889;14;0
170465107;15;154.0;15;0.09740259740259741;15;0
170466976;7;76.0;7;0.09210526315789473;7;0
170471526;14;113.0;14;0.12389380530973451;14;0
170481267;10;92.0;10;0.10869565217391304;10;0
170486017;13;163.0;13;0.07975460122699386;13;0
170490227;18;210.0;18;0.08571428571428572;18;0
170492555;19;53.0;1;0.3584905660377358;19;0
170498302;16;199.0;16;0.08040201005025126;16;0
170500260;18;173.0;18;0.10404624277456648;18;0
170506257;16;147.0;16;0.10884353741496598;16;0
170510158;20;264.0;20;0.07575757575757576;20;0
170517217;14;174.0;14;0.08045977011494253;14;0
170525966;17;134.0;17;0.12686567164179105;17;0
170528594;11;79.0;11;0.13924050632911392;11;0
170531488;7;70.0;7;0.1;7;0
170531529;13;39.0;1;0.3333333333333333;13;0
170542985;10;109.0;10;0.09174311926605505;10;0
170548011;13;82.0;13;0.15853658536585366;13;0
170548454;19;53.0;1;0.3584905660377358;19;0
170558454;6;53.0;6;0.11320754716981132;6;0
170559885;9;93.0;9;0.0967741935483871;9;0
170561829;19;255.0;19;0.07450980392156863;19;0
170573924;24;54.0;1;0.4444444444444444;24;0
170574527;20;167.0;20;0.11976047904191617;20;0
170575979;23;65.0;1;0.35384615384615387;23;0
170587416;16;42.0;1;0.38095238095238093;16;0
170592707;22;71.0;1;0.30985915492957744;22;0
170595055;12;114.0;12;0.10526315789473684;12;0
170609786;5;48.0;5;0.10416666666666667;5;0
170610875;5;47.0;5;0.10638297872340426;5;0
170616233;16;160.0;16;0.1;16;0
170619702;19;173.0;19;0.10982658959537572;19;0
170620143;24;64.0;1;0.375;24;0
170624356;14;132.0;14;0.10606060606060606;14;0
170633382;19;222.0;19;0.08558558558558559;19;0
170633697;11;32.0;1;0.34375;11;0
170637313;18;142.0;18;0.1267605633802817;18;0
170647866;11;133.0;11;0.08270676691729323;11;0
170650803;10;93.0;10;0.10752688172043011;10;0
170652183;13;29.0;1;0.4482758620689655;13;0
170653948;19;151.0;19;0.12582781456953643;19;0
170656282;15;39.0;1;0.38461538461538464;15;0
170660636;25;64.0;1;0.390625;25;0
170666989;25;64.0;1;0.390625;25;0
170673265;10;30.0;1;0.3333333333333333;10;0
170676940;18;145.0;18;0.12413793103448276;18;0
170678401;13;144.0;13;0.09027777777777778;13;0
170681547;15;48.0;1;0.3125;15;0
170683640;18;168.0;18;0.10714285714285714;18;0
170712448;20;169.0;20;0.11834319526627218;20;0
170714864;11;40.0;1;0.275;11;0
170714978;19;241.0;19;0.07883817427385892;19;0
170717946;19;235.0;19;0.08085106382978724;19;0
170719079;13;86.0;13;0.1511627906976744;13;0
170720276;11;51.0;11;0.21568627450980393;11;0
170730586;17;118.0;17;0.1440677966101695;17;0
170731072;16;164.0;16;0.0975609756097561;16;0
170731255;16;214.0;16;0.07476635514018691;16;0
170731491;8;88.0;8;0.09090909090909091;8;0
170731588;20;281.0;20;0.0711743772241993;20;0
170742470;7;68.0;7;0.10294117647058823;7;0
170743126;7;71.0;7;0.09859154929577464;7;0
170746456;24;58.0;1;0.41379310344827586;24;0
170749894;16;139.0;16;0.11510791366906475;16;0
170750904;17;123.0;17;0.13821138211382114;17;0
170752251;18;117.0;18;0.15384615384615385;18;0
170754828;20;235.0;20;0.0851063829787234;20;0
170755313;20;228.0;20;0.08771929824561403;20;0
170756121;16;137.0;16;0.11678832116788321;16;0
170756904;16;124.0;16;0.12903225806451613;16;0
170766460;10;130.0;10;0.07692307692307693;10;0
170777471;22;52.0;1;0.4230769230769231;22;0
170784775;15;175.0;15;0.08571428571428572;15;0
170790670;11;133.0;11;0.08270676691729323;11;0
170794833;18;137.0;18;0.13138686131386862;18;0
170796056;13;111.0;13;0.11711711711711711;13;0
170804629;18;225.0;18;0.08;18;0
170810546;25;69.0;1;0.36231884057971014;25;0
170814054;6;51.0;6;0.11764705882352941;6;0
170816199;20;169.0;20;0.11834319526627218;20;0
170816759;19;54.0;1;0.35185185185185186;19;0
170822677;17;183.0;17;0.09289617486338798;17;0
170824065;20;3595.0;1;0.005563282336578581;20;0
170835043;24;75.0;1;0.32;24;0
170839127;14;38.0;1;0.3684210526315789;14;0
170846672;11;25.0;1;0.44;11;0
170849801;7;72.0;7;0.09722222222222222;7;0
170853073;5;40.0;5;0.125;5;0
170856206;18;48.0;1;0.375;18;0
170874135;12;148.0;12;0.08108108108108109;12;0
170880784;17;163.0;17;0.10429447852760736;17;0
170888795;21;72.0;1;0.2916666666666667;21;0
170890947;19;183.0;19;0.10382513661202186;19;0
170892902;6;49.0;6;0.12244897959183673;6;0
170900383;9;92.0;9;0.09782608695652174;9;0
170908344;5;47.0;5;0.10638297872340426;5;0
170909910;20;53.0;1;0.37735849056603776;20;0
170912066;14;3592.0;14;0.0038975501113585748;14;0
170918872;15;36.0;1;0.4166666666666667;15;0
170922759;15;114.0;15;0.13157894736842105;15;0
